"","lon","lat"
"182",-42.4257912,-22.1631542
"183",-46.5178067,-21.0152664
"184",-46.5178067,-21.0152664
"185",-42.3168709,-19.8364904
"186",-42.3168709,-19.8364904
"187",-41.6826186,-21.145344
"188",-41.6826186,-21.145344
"189",-41.6735255,-21.1177829
"190",-46.144475,-22.4679824
"191",-46.144475,-22.4679824
"192",-45.9842811,-16.5684925
"193",-45.9842811,-16.5684925
"194",-44.7546765,-15.3235827
"195",-44.7546765,-15.3235827
"196",-46.1657876,-22.2711884
"197",-51.587995,-23.9370856
"198",-46.3938546,-21.6425304
"199",-46.3938546,-21.6425304
"200",-46.0085332,-17.0003288
"201",-46.0085332,-17.0003288
"202",-44.4303056,-16.2108415
"203",-44.4303056,-16.2108415
"204",-47.9218204,-15.826691
"205",-45.6186396,-22.4690419
"206",-45.6186396,-22.4690419
"207",-43.2409655,-20.8423997
"208",-44.2010909,-20.1514708
"209",-44.2010909,-20.1514708
"210",-46.3495427,-22.4388087
"211",-44.1779141,-17.8749015
"212",-46.4248497,-15.6236274
"213",-46.4248497,-15.6236274
"214",-44.9663359,-17.3624793
"215",-44.9663359,-17.3624793
"216",-47.0865828,-16.0339633
"217",-47.0865828,-16.0339633
"218",-42.0266493,-22.8869007
"219",-42.0266493,-22.8869007
"220",-42.0266493,-22.8869007
"221",-46.392295,-21.470428
"222",-46.392295,-21.470428
"223",-44.4547994,-19.5214449
"224",-45.7813016,-22.3515958
"225",-45.7813016,-22.3515958
"226",-41.4951492,-15.9692915
"227",-49.5043307,-18.5166078
"228",-42.6527549,-22.4662996
"229",-44.4192866,-19.2975518
"230",-44.4192866,-19.2975518
"231",-43.6709935,-19.8861106
"232",-43.6709935,-19.8861106
"233",-42.7929095,-20.7907895
"234",-42.7929095,-20.7907895
"235",-51.3578522,-23.6570652
"236",-46.1447093,-22.7561615
"237",-50.0755887,-23.0423693
"238",-51.2803152,-23.277052
"239",-51.2803152,-23.277052
"240",-41.9184067,-21.5734704
"241",-41.9184067,-21.5734704
"242",-46.0576668,-22.6120263
"243",-45.290002,-21.8544727
"244",-45.290002,-21.8544727
"245",-41.7257229,-18.2390252
"246",-45.4008248,-21.8364643
"247",-45.4008248,-21.8364643
"248",-46.2468753,-21.7113788
"249",-46.2468753,-21.7113788
"250",-49.0555691,-25.304882
"251",-49.4866375,-19.5387307
"252",-49.4866375,-19.5387307
"253",-44.8100363,-16.5032655
"254",-45.270319,-20.893665
"255",-45.270319,-20.893665
"256",-45.8277653,-21.1132177
"257",-45.8277653,-21.1132177
"258",-49.6848449,-25.9805065
"259",-49.6848449,-25.9805065
"260",-48.5720738,-19.7635542
"261",-43.5662438,-22.9035842
"262",-49.527294,-25.4596714
"263",-49.527294,-25.4596714
"264",-52.3781098,-24.0436553
"265",-52.3781098,-24.0436553
"266",-46.1736055,-19.6918841
"267",-46.1736055,-19.6918841
"268",-41.3184501,-21.7626682
"269",-41.3184501,-21.7626682
"270",-41.3184501,-21.7626682
"271",-45.7573321,-21.2375085
"272",-45.7573321,-21.2375085
"273",-49.2040029,-18.7216916
"274",-45.1804886,-21.0236909
"275",-45.1804886,-21.0236909
"276",-45.2768917,-20.7697044
"277",-51.3376784,-24.5653768
"278",-51.3376784,-24.5653768
"279",-52.048736,-25.5734631
"280",-52.1217384,-25.3754593
"281",-52.1217384,-25.3754593
"282",-42.3625761,-21.9802716
"283",-53.8060198,-25.6695763
"284",-53.8060198,-25.6695763
"285",-41.9059711,-20.5243936
"286",-43.6180954,-20.924024
"287",-43.6180954,-20.924024
"288",-42.515122,-17.692453
"289",-42.515122,-17.692453
"290",-44.1307647,-19.5475458
"291",-43.7088458,-16.3270016
"292",-43.7088458,-16.3270016
"293",-53.6117475,-25.4821224
"294",-46.0496897,-20.6168527
"295",-46.0496897,-20.6168527
"296",-46.0496897,-20.6168527
"297",-41.7007464,-17.1866315
"298",-41.7007464,-17.1866315
"299",-50.1139868,-24.9526745
"300",-50.1139868,-24.9526745
"301",-43.7376385,-20.8747468
"302",-43.8006698,-20.9510691
"303",-42.0317467,-20.734838
"304",-42.0317467,-20.734838
"305",-41.6617014,-22.1888948
"306",-41.6617014,-22.1888948
"307",-42.1415419,-19.7896207
"308",-42.1415419,-19.7896207
"309",-42.1415419,-19.7896207
"310",-43.0140875,-17.5259619
"311",-41.616893,-21.48509
"312",-45.696445,-22.0428666
"313",-49.7239575,-23.4273793
"314",-40.7726564,-17.6978103
"315",-43.1386521,-19.0881965
"316",-45.2204932,-21.463777
"317",-45.2204932,-21.463777
"318",-44.8698328,-20.5584659
"319",-44.7710936,-20.1851187
"320",-44.7710936,-20.1851187
"321",-44.7710936,-20.1851187
"322",-44.7710936,-20.1851187
"323",-46.3092966,-19.0021334
"324",-46.1153593,-20.9740903
"325",-46.1153593,-20.9740903
"326",-42.605043,-21.9314519
"327",-44.6449934,-21.4902526
"328",-44.6449934,-21.4902526
"329",-45.8417096,-21.7783171
"330",-43.9347214,-20.7930068
"331",-53.4595112,-24.9577771
"332",-53.4595112,-24.9577771
"333",-42.2015431,-22.4836725
"334",-42.2015431,-22.4836725
"335",-42.2015431,-22.4836725
"336",-46.9191627,-20.584905
"337",-50.0112458,-24.7895729
"338",-50.0112458,-24.7895729
"339",-42.6900532,-21.3928819
"340",-42.6900532,-21.3928819
"341",-53.1553309,-25.204834
"342",-53.1553309,-25.204834
"343",-42.9625111,-15.3603135
"344",-42.9625111,-15.3603135
"345",-44.933146,-21.9779659
"346",-44.933146,-21.9779659
"347",-45.71242,-19.14624
"348",-49.2018495,-18.5856789
"349",-49.2018495,-18.5856789
"350",-49.2540989,-24.8226174
"351",-53.8419828,-25.1493515
"352",-53.8419828,-25.1493515
"353",-41.6901079,-20.045815
"354",-41.6901079,-20.045815
"355",-42.5395815,-17.0885873
"356",-42.5395815,-17.0885873
"357",-55.7503491,-15.4647751
"358",-45.6252,-15.2985719
"359",-45.6252,-15.2985719
"360",-43.0563802,-22.0031073
"361",-52.5177958,-25.8520285
"362",-52.5177958,-25.8520285
"363",-52.6068521,-23.6602867
"364",-52.9448065,-23.3826338
"365",-52.9448065,-23.3826338
"366",-52.9448065,-23.3826338
"367",-43.365397,-20.904866
"368",-44.2857937,-17.0876402
"369",-44.2857937,-17.0876402
"370",-44.7677535,-20.444154
"371",-44.7677535,-20.444154
"372",-52.3513777,-26.405171
"373",-52.3513777,-26.405171
"374",-42.801546,-20.8577313
"375",-49.2266344,-25.2929784
"376",-49.2266344,-25.2929784
"377",-51.9747879,-22.8378951
"378",-43.2059216,-22.0294433
"379",-43.2059216,-22.0294433
"380",-41.7949225,-16.296723
"381",-46.2053454,-21.0965056
"382",-48.3843897,-19.9176254
"383",-48.3843897,-19.9176254
"384",-41.6921988,-19.9297827
"385",-41.8722789,-22.0838675
"386",-41.8722789,-22.0838675
"387",-43.4228532,-19.0344921
"388",-43.4228532,-19.0344921
"389",-44.8949317,-19.746077
"390",-44.8949317,-19.746077
"391",-45.0881465,-21.880357
"392",-45.0881465,-21.880357
"393",-45.7975235,-22.4126179
"394",-45.7975235,-22.4126179
"395",-44.4142053,-15.2965315
"396",-44.4142053,-15.2965315
"397",-44.4142053,-15.2965315
"398",-43.9935608,-19.6286625
"399",-46.0429003,-22.1550254
"400",-43.8553274,-20.5059649
"401",-43.6782577,-18.8108522
"402",-43.8553274,-20.5059649
"403",-43.8553274,-20.5059649
"404",-50.5573505,-23.5497903
"405",-43.7850227,-20.6639305
"406",-43.7850227,-20.6639305
"407",-43.7850227,-20.6639305
"408",-41.4713492,-19.1790481
"409",-41.4713492,-19.1790481
"410",-41.4713492,-19.1790481
"411",-45.9239831,-22.5529547
"412",-44.0808763,-19.9161508
"413",-44.0808763,-19.9161508
"414",-44.0808763,-19.9161508
"415",-44.0808763,-19.9161508
"416",-49.5355225,-25.6793029
"417",-49.5355225,-25.6793029
"418",-44.363926,-16.6845294
"419",-44.363926,-16.6845294
"420",-53.3010804,-24.7975981
"421",-42.3652391,-22.027222
"422",-42.3652391,-22.027222
"423",-44.3228293,-19.122869
"424",-44.3228293,-19.122869
"425",-44.4545946,-18.3694386
"426",-44.4545946,-18.3694386
"427",-50.6502479,-23.1833895
"428",-50.6502479,-23.1833895
"429",-42.2794946,-18.6160477
"430",-42.2794946,-18.6160477
"431",-47.1937843,-18.4738301
"432",-47.1937843,-18.4738301
"433",-42.6282541,-19.5189752
"434",-42.6282541,-19.5189752
"435",-42.1843424,-16.6153132
"436",-42.1843424,-16.6153132
"437",-43.2615869,-21.588656
"438",-43.2615869,-21.588656
"439",-52.5645577,-25.9771687
"440",-45.5548332,-20.4502059
"441",-45.5548332,-20.4502059
"442",-43.4715434,-18.0725817
"443",-43.4715434,-18.0725817
"444",-40.9130546,-17.238629
"445",-45.517156,-20.8737623
"446",-45.517156,-20.8737623
"447",-42.8661525,-16.7193865
"448",-43.8132873,-20.823678
"449",-43.8132873,-20.823678
"450",-53.0779407,-23.7804162
"451",-52.1626988,-22.962913
"452",-44.8102324,-21.8403227
"453",-44.8102324,-21.8403227
"454",-44.8102324,-21.8403227
"455",-56.0978917,-15.6014109
"456",-41.0982464,-18.9690589
"457",-49.267137,-25.4289541
"458",-49.267137,-25.4289541
"459",-49.267137,-25.4289541
"460",-50.4581175,-24.0366505
"461",-50.4581175,-24.0366505
"462",-44.4306733,-18.7532048
"463",-44.4306733,-18.7532048
"464",-45.2803019,-22.5085014
"465",-45.2803019,-22.5085014
"466",-46.8549424,-20.3448154
"467",-47.7757783,-19.9719886
"468",-42.9621748,-21.4604816
"469",-44.3327716,-20.6604014
"470",-44.3327716,-20.6604014
"471",-43.5182467,-21.1434836
"472",-43.6035051,-18.2417878
"473",-43.6035051,-18.2417878
"474",-43.1990011,-20.4865202
"475",-42.7765266,-19.8413453
"476",-43.0006708,-20.9921981
"477",-43.0006708,-20.9921981
"478",-41.47847,-18.7759713
"479",-41.47847,-18.7759713
"480",-42.1442003,-20.6138941
"481",-42.1442003,-20.6138941
"482",-44.8916447,-20.1451261
"483",-44.8916447,-20.1451261
"484",-41.3466725,-15.7225332
"485",-41.3466725,-15.7225332
"486",-46.1908215,-21.5096437
"487",-46.1908215,-21.5096437
"488",-41.0000685,-15.7258129
"489",-53.0616394,-25.7464529
"490",-53.0616394,-25.7464529
"491",-42.1125279,-19.3739393
"492",-42.1125279,-19.3739393
"493",-43.2551604,-18.9669567
"494",-42.9630783,-20.1632107
"495",-44.021097,-21.1144312
"496",-44.021097,-21.1144312
"497",-45.5963469,-19.4608272
"498",-43.1890712,-20.974998
"499",-43.1890712,-20.974998
"500",-53.2922928,-23.3811911
"501",-54.26823,-24.257549
"502",-43.3053106,-22.7862985
"503",-43.3053106,-22.7862985
"504",-41.7981152,-20.2063046
"505",-45.5660691,-21.6098928
"506",-45.5660691,-21.6098928
"507",-52.2663696,-23.7975039
"508",-42.0469413,-19.199584
"509",-43.9473728,-17.2835946
"510",-42.2309526,-19.6222944
"511",-44.0658082,-20.6711148
"512",-42.6548264,-20.8407471
"513",-42.6548264,-20.8407471
"514",-44.1815176,-19.8073042
"515",-44.1815176,-19.8073042
"516",-41.9091697,-20.652044
"517",-41.9091697,-20.652044
"518",-42.8094075,-14.9254028
"519",-46.7481132,-22.1913564
"520",-46.019488,-22.4581827
"521",-46.019488,-22.4581827
"522",-47.6927332,-18.7450679
"523",-47.6927332,-18.7450679
"524",-42.188235,-21.1006446
"525",-42.188235,-21.1006446
"526",-43.5072168,-21.5503097
"527",-43.5072168,-21.5503097
"528",-45.8290502,-21.4093821
"529",-42.0115475,-20.8060784
"530",-52.6227329,-24.0943568
"531",-51.5942828,-25.9092948
"532",-51.3231512,-24.0081507
"533",-49.3077866,-25.6628466
"534",-49.3077866,-25.6628466
"535",-43.2503789,-18.0779106
"536",-40.7608801,-16.6352969
"537",-44.9007942,-18.7511417
"538",-42.0806541,-19.1545681
"539",-43.0196355,-19.2347885
"540",-43.0196355,-19.2347885
"541",-42.2762515,-20.7260722
"542",-42.2762515,-20.7260722
"543",-50.4060387,-23.848706
"544",-50.4060387,-23.848706
"545",-44.4321752,-19.8885229
"546",-44.4321752,-19.8885229
"547",-51.3886395,-22.862738
"548",-45.4272201,-20.4622994
"549",-45.4272201,-20.4622994
"550",-46.2374958,-14.9450818
"551",-38.5266704,-3.7318616
"552",-54.585391,-25.5162724
"553",-54.585391,-25.5162724
"554",-54.585391,-25.5162724
"555",-52.118809,-25.7377607
"556",-53.8466295,-24.0671967
"557",-53.05199,-26.0779448
"558",-53.05199,-26.0779448
"559",-44.2321193,-17.3111442
"560",-44.2321193,-17.3111442
"561",-43.4911109,-16.4786518
"562",-43.4911109,-16.4786518
"563",-41.432909,-18.0713743
"564",-41.9066949,-18.5625456
"565",-41.9066949,-18.5625456
"566",-42.526767,-16.1161174
"567",-48.9359514,-20.0263445
"568",-44.0597068,-19.369218
"569",-44.0597068,-19.369218
"570",-41.539043,-19.0009454
"571",-41.539043,-19.0009454
"572",-43.1253775,-15.0833102
"573",-53.0253419,-24.1839559
"574",-53.0253419,-24.1839559
"575",-53.0253419,-24.1839559
"576",-42.4773058,-18.8200864
"577",-43.7427018,-18.4524176
"578",-43.7427018,-18.4524176
"579",-41.9559233,-18.8549317
"580",-41.9559233,-18.8549317
"581",-52.6088346,-23.0838071
"582",-42.8932326,-16.5653072
"583",-47.7186616,-18.494798
"584",-47.7186616,-18.494798
"585",-54.256534,-24.0840184
"586",-54.256534,-24.0840184
"587",-50.8025957,-25.1916529
"588",-42.9318313,-18.7710329
"589",-42.9318313,-18.7710329
"590",-45.915665,-20.7635597
"591",-45.915665,-20.7635597
"592",-42.9899491,-22.535199
"593",-43.0097958,-20.5720578
"594",-46.7984919,-21.3018037
"595",-46.7984919,-21.3018037
"596",-52.8760334,-25.0973006
"597",-43.0446891,-21.3599045
"598",-51.4628097,-25.3907214
"599",-51.4628097,-25.3907214
"600",-51.4628097,-25.3907214
"601",-43.0338442,-21.7308448
"602",-43.0338442,-21.7308448
"603",-46.7084932,-21.3054884
"604",-46.7084932,-21.3054884
"605",-46.790579,-18.8429289
"606",-42.7210644,-21.0103398
"607",-42.7210644,-21.0103398
"608",-45.5457578,-22.0648891
"609",-42.215122,-19.4391864
"610",-42.215122,-19.4391864
"611",-50.193139,-23.8473521
"612",-53.0151195,-25.1118132
"613",-44.9050359,-16.8595393
"614",-44.9050359,-16.8595393
"615",-46.5478397,-19.4754207
"616",-46.5478397,-19.4754207
"617",-51.0527244,-23.2664186
"618",-44.1671123,-15.6609818
"619",-44.1671123,-15.6609818
"620",-44.0572964,-20.0256695
"621",-44.0572964,-20.0256695
"622",-44.903842,-16.2174503
"623",-44.8102324,-21.8403227
"624",-44.2998655,-20.0711521
"625",-44.2998655,-20.0711521
"626",-44.2998655,-20.0711521
"627",-44.7111421,-19.9500874
"628",-42.2066423,-22.8142407
"629",-42.2066423,-22.8142407
"630",-44.9236899,-21.1742703
"631",-48.3339796,-25.5161867
"632",-48.3339796,-25.5161867
"633",-45.8312808,-20.9407038
"634",-45.8312808,-20.9407038
"635",-41.9698502,-19.6022049
"636",-41.9698502,-19.6022049
"637",-50.6048301,-25.2296641
"638",-50.6048301,-25.2296641
"639",-51.0774154,-25.5708814
"640",-52.1999873,-22.7514011
"641",-46.3268521,-22.3140482
"642",-46.3268521,-22.3140482
"643",-42.2009024,-15.4915153
"644",-42.2009024,-15.4915153
"645",-47.9159006,-19.0346082
"646",-42.1151174,-19.5480333
"647",-42.1151174,-19.5480333
"648",-44.3938098,-19.4903208
"649",-44.3587866,-18.7276018
"650",-42.4150731,-19.4143619
"651",-42.4150731,-19.4143619
"652",-41.7168425,-19.7996376
"653",-41.7168425,-19.7996376
"654",-42.548012,-19.4707569
"655",-42.548012,-19.4707569
"656",-42.548012,-19.4707569
"657",-42.548012,-19.4707569
"658",-50.5798623,-25.024255
"659",-53.7085632,-24.0022976
"660",-47.4614118,-18.982416
"661",-50.6509442,-25.4700604
"662",-50.6509442,-25.4700604
"663",-43.2316363,-19.6244172
"664",-43.2316363,-19.6244172
"665",-43.8042588,-20.2506152
"666",-43.8042588,-20.2506152
"667",-42.8643167,-22.7570025
"668",-42.8643167,-22.7570025
"669",-43.307334,-17.0629356
"670",-43.307334,-17.0629356
"671",-44.0954086,-15.0894815
"672",-44.0954086,-15.0894815
"673",-44.0954086,-15.0894815
"674",-43.7779091,-22.8631923
"675",-43.7779091,-22.8631923
"676",-44.4771596,-20.3861211
"677",-45.4602511,-22.422971
"678",-45.4602511,-22.422971
"679",-41.6940704,-21.4285097
"680",-41.6940704,-21.4285097
"681",-42.8133764,-21.4184268
"682",-42.8133764,-21.4184268
"683",-41.6833441,-18.034097
"684",-41.6833441,-18.034097
"685",-50.4101295,-23.0185916
"686",-43.3186565,-19.4162409
"687",-43.3186565,-19.4162409
"688",-51.9900836,-23.658793
"689",-47.0464043,-21.0763034
"690",-44.8684487,-22.2864029
"691",-44.9386713,-22.2946818
"692",-44.9386713,-22.2946818
"693",-40.3325144,-17.16468
"694",-41.5025788,-16.5586029
"695",-41.5025788,-16.5586029
"696",-42.0792551,-21.6704101
"697",-42.0792551,-21.6704101
"698",-49.3785945,-19.9066308
"699",-49.3785945,-19.9066308
"700",-45.1274186,-20.4708532
"701",-52.8143285,-25.9625118
"702",-52.8143285,-25.9625118
"703",-41.8803055,-21.2001578
"704",-41.8803055,-21.2001578
"705",-44.5679107,-22.4902027
"706",-44.5679107,-22.4902027
"707",-44.5679107,-22.4902027
"708",-44.5805309,-20.0822785
"709",-44.5805309,-20.0822785
"710",-43.6145183,-20.6773389
"711",-41.7677538,-16.6082549
"712",-41.7677538,-16.6082549
"713",-49.4600885,-18.9745738
"714",-49.4600885,-18.9745738
"715",-49.2162971,-18.409728
"716",-50.1970233,-19.7280308
"717",-50.1970233,-19.7280308
"718",-44.657154,-21.3005036
"719",-44.657154,-21.3005036
"720",-53.3692045,-23.4076769
"721",-43.7462166,-19.5181905
"722",-43.7462166,-19.5181905
"723",-49.9743616,-23.1595955
"724",-49.9743616,-23.1595955
"725",-40.2953641,-16.1432227
"726",-46.6170174,-22.2864562
"727",-51.5346795,-23.1108635
"728",-51.5346795,-23.1108635
"729",-42.7502222,-19.6474834
"730",-42.7502222,-19.6474834
"731",-49.7071163,-24.2443757
"732",-49.7071163,-24.2443757
"733",-43.6768344,-15.3400055
"734",-43.6768344,-15.3400055
"735",-43.3146976,-15.8052004
"736",-43.3146976,-15.8052004
"737",-43.3146976,-15.8052004
"738",-51.6453062,-23.6015661
"739",-44.3642956,-15.4806094
"740",-44.3642956,-15.4806094
"741",-45.5019369,-20.1446626
"742",-45.5019369,-20.1446626
"743",-43.6606463,-22.6439978
"744",-50.1426872,-23.8147096
"745",-44.2727409,-15.9975467
"746",-51.6906867,-24.1813922
"747",-52.0507845,-22.5527268
"748",-52.0507845,-22.5527268
"749",-42.6655174,-20.4544642
"750",-44.4379988,-17.2294903
"751",-44.0308121,-19.2349683
"752",-44.0308121,-19.2349683
"753",-41.012097,-16.4379493
"754",-41.012097,-16.4379493
"755",-45.2915524,-21.9891434
"756",-45.2915524,-21.9891434
"757",-41.0232535,-16.6526575
"758",-41.0232535,-16.6526575
"759",-42.6778814,-19.173377
"760",-42.6778814,-19.173377
"761",-43.1738692,-19.8131284
"762",-43.1738692,-19.8131284
"763",-46.1741888,-17.7395188
"764",-46.1741888,-17.7395188
"765",-49.9231099,-23.4979299
"766",-49.9231099,-23.4979299
"767",-40.1844227,-15.9013894
"768",-40.1844227,-15.9013894
"769",-50.8183241,-24.4911632
"770",-42.5154491,-16.5421621
"771",-42.4950396,-18.21998
"772",-44.3413836,-19.9433029
"773",-44.3413836,-19.9433029
"774",-43.3433999,-21.7624237
"775",-43.3433999,-21.7624237
"776",-43.3433999,-21.7624237
"777",-43.3433999,-21.7624237
"778",-43.3433999,-21.7624237
"779",-43.3433999,-21.7624237
"780",-43.3433999,-21.7624237
"781",-43.3433999,-21.7624237
"782",-43.3433999,-21.7624237
"783",-43.3433999,-21.7624237
"784",-43.3433999,-21.7624237
"785",-43.3433999,-21.7624237
"786",-43.3433999,-21.7624237
"787",-43.3433999,-21.7624237
"788",-43.3433999,-21.7624237
"789",-43.5879117,-16.8464648
"790",-52.4698035,-23.6224056
"791",-52.4698035,-23.6224056
"792",-44.1600586,-14.2666864
"793",-44.1600586,-14.2666864
"794",-44.1600586,-14.2666864
"795",-51.6691972,-23.8193129
"796",-51.6691972,-23.8193129
"797",-41.7492128,-17.628359
"798",-41.7492128,-17.628359
"799",-45.5405759,-20.0242059
"800",-45.5405759,-20.0242059
"801",-44.5801643,-16.9822652
"802",-46.4061588,-18.7749518
"803",-46.4061588,-18.7749518
"804",-46.5209767,-17.8383424
"805",-43.8983031,-19.6303019
"806",-43.8983031,-19.6303019
"807",-44.931944,-4.406667
"808",-41.6240943,-20.153097
"809",-41.6240943,-20.153097
"810",-45.3502528,-21.9675761
"811",-45.3502528,-21.9675761
"812",-43.4710264,-20.7904859
"813",-49.7172573,-25.7675816
"814",-49.7172573,-25.7675816
"815",-42.4735553,-21.3719703
"816",-42.4735553,-21.3719703
"817",-52.4705394,-24.8866322
"818",-52.4113541,-25.4081533
"819",-52.4113541,-25.4081533
"820",-44.5815648,-17.8895316
"821",-44.5815648,-17.8895316
"822",-45.0013747,-21.2484875
"823",-45.0013747,-21.2484875
"824",-45.0229158,-19.7172326
"825",-42.6939658,-17.0797409
"826",-42.6939658,-17.0797409
"827",-42.6425292,-21.5301228
"828",-42.6425292,-21.5301228
"829",-50.7515634,-23.0822588
"830",-50.7515634,-23.0822588
"831",-44.3195327,-22.0264902
"832",-44.3195327,-22.0264902
