"","lon","lat"
"833",-43.791997,-21.8398685
"834",-43.791997,-21.8398685
"835",-50.5774082,-19.5520042
"836",-53.1367119,-22.9236639
"837",-51.1695824,-23.3044524
"838",-51.1695824,-23.3044524
"839",-44.3011641,-15.9052837
"840",-44.3011641,-15.9052837
"841",-51.7372727,-24.0825337
"842",-45.6798714,-19.7915614
"843",-45.6798714,-19.7915614
"844",-41.7827461,-22.3836705
"845",-41.7827461,-22.3836705
"846",-41.7827461,-22.3836705
"847",-40.7187343,-17.0764751
"848",-45.9222898,-21.6782422
"849",-45.9222898,-21.6782422
"850",-42.2531991,-21.9844505
"851",-44.3291507,-21.4835053
"852",-44.3291507,-21.4835053
"853",-43.0398345,-22.6566022
"854",-43.0398345,-22.6566022
"855",-42.0770592,-17.8464246
"856",-42.0770592,-17.8464246
"857",-42.0770592,-17.8464246
"858",-42.9472519,-15.0483963
"859",-52.0948587,-23.3462407
"860",-51.687206,-23.5169863
"861",-51.687206,-23.5169863
"862",-43.9394547,-14.7533438
"863",-43.9394547,-14.7533438
"864",-44.0413146,-22.9598984
"865",-44.0413146,-22.9598984
"866",-42.0283844,-20.2577134
"867",-42.0283844,-20.2577134
"868",-41.958938,-20.3596801
"869",-41.958938,-20.3596801
"870",-51.6663128,-24.5148435
"871",-51.6663128,-24.5148435
"872",-40.9877527,-18.7765523
"873",-40.8388248,-21.0403074
"874",-40.8388248,-21.0403074
"875",-44.6782933,-19.5081043
"876",-43.0078423,-21.8621057
"877",-43.0078423,-21.8621057
"878",-54.056624,-24.5583638
"879",-54.056624,-24.5583638
"880",-45.3773825,-22.3070675
"881",-45.3773825,-22.3070675
"882",-53.205832,-23.6162262
"883",-53.205832,-23.6162262
"884",-51.7932899,-23.4847922
"885",-51.7932899,-23.4847922
"886",-43.4144438,-20.3769988
"887",-43.4144438,-20.3769988
"888",-42.8245961,-22.9339527
"889",-42.8245961,-22.9339527
"890",-42.8245961,-22.9339527
"891",-42.0826006,-18.5083745
"892",-53.0407335,-22.7340214
"893",-51.9330558,-23.4209995
"894",-51.9330558,-23.4209995
"895",-42.9549984,-21.6984119
"896",-42.9549984,-21.6984119
"897",-42.9549984,-21.6984119
"898",-42.7367037,-19.7114078
"899",-45.1649717,-22.4474949
"900",-52.2501737,-25.1124808
"901",-45.2375852,-19.3323995
"902",-40.7369351,-15.6873801
"903",-43.058302,-18.4703862
"904",-44.4087348,-19.9985101
"905",-43.313888,-21.8694458
"906",-43.313888,-21.8694458
"907",-43.313888,-21.8694458
"908",-42.3405452,-20.2877508
"909",-42.3405452,-20.2877508
"910",-42.860865,-15.3950929
"911",-42.860865,-15.3950929
"912",-44.0871994,-19.5547969
"913",-44.0871994,-19.5547969
"914",-51.228217,-23.8992406
"915",-46.2184854,-19.9869861
"916",-54.0948203,-25.2981401
"917",-54.0948203,-25.2981401
"918",-41.4731475,-16.2250031
"919",-41.4020654,-18.6577232
"920",-41.4020654,-18.6577232
"921",-54.1623354,-24.454263
"922",-42.6082769,-19.2245024
"923",-43.4293183,-22.7819449
"924",-43.4293183,-22.7819449
"925",-43.4806912,-22.4577374
"926",-43.4806912,-22.4577374
"927",-42.5888302,-17.216072
"928",-42.5888302,-17.216072
"929",-44.1606144,-16.2564823
"930",-42.1942339,-21.4153412
"931",-42.1942339,-21.4153412
"932",-52.7765755,-23.2554232
"933",-42.3462388,-20.8904361
"934",-42.6142394,-21.1970154
"935",-44.4096485,-14.7352228
"936",-44.4096485,-14.7352228
"937",-45.4131123,-19.8392083
"938",-45.4131123,-19.8392083
"939",-44.1183866,-18.3249441
"940",-44.3694792,-14.423452
"941",-44.3694792,-14.423452
"942",-40.3662673,-18.1255725
"943",-48.877007,-18.8729732
"944",-42.8721615,-15.1518181
"945",-42.8721615,-15.1518181
"946",-46.3680676,-21.3261947
"947",-46.3680676,-21.3261947
"948",-47.4916674,-18.7307117
"949",-47.4916674,-18.7307117
"950",-46.975756,-21.1877901
"951",-46.975756,-21.1877901
"952",-43.8582139,-16.7286406
"953",-43.8582139,-16.7286406
"954",-46.5734195,-22.4341535
"955",-45.3588247,-18.6002449
"956",-45.3588247,-18.6002449
"957",-53.0066234,-24.044197
"958",-48.8359358,-25.4756035
"959",-48.8359358,-25.4756035
"960",-44.6014582,-18.5360622
"961",-40.520354,-18.0969942
"962",-46.3624113,-22.6096604
"963",-42.3697067,-21.1304563
"964",-42.3697067,-21.1304563
"965",-41.440264,-19.8141176
"966",-41.440264,-19.8141176
"967",-46.5217388,-21.3696372
"968",-46.5217388,-21.3696372
"969",-40.3494717,-17.8393558
"970",-40.3494717,-17.8393558
"971",-42.3315875,-19.229613
"972",-41.9878239,-21.0333287
"973",-41.9878239,-21.0333287
"974",-44.6142224,-21.2172653
"975",-45.2353837,-21.2328998
"976",-45.2353837,-21.2328998
"977",-43.4193916,-22.8098494
"978",-43.4193916,-22.8098494
"979",-41.7542196,-15.3190041
"980",-43.1152211,-22.8858975
"981",-43.1152211,-22.8858975
"982",-50.7173,-23.3312509
"983",-52.20477,-23.1821494
"984",-50.5633762,-23.4332051
"985",-50.5633762,-23.4332051
"986",-42.5340796,-22.2887261
"987",-42.5340796,-22.2887261
"988",-43.4607419,-22.7561319
"989",-43.4607419,-22.7561319
"990",-43.4607419,-22.7561319
"991",-52.5451827,-25.3058565
"992",-43.8485566,-19.9930478
"993",-43.8485566,-19.9930478
"994",-52.9872643,-22.7644007
"995",-52.9872643,-22.7644007
"996",-41.4987534,-18.4421713
"997",-53.3473702,-25.6313868
"998",-53.3473702,-25.6313868
"999",-46.4161692,-21.1290933
"1000",-46.4161692,-21.1290933
