"",".id","Freq","Var1","lon","lat"
"643","INDAIABIRA - MINAS GERAIS",2,"Accessed",-42.2009024,-15.4915153
"644","INDAIABIRA - MINAS GERAIS",4,"Not accessed",-42.2009024,-15.4915153
"645","INDIANOPOLIS - MINAS GERAIS",1,"Not accessed",-47.9159006,-19.0346082
"646","INHAPIM - MINAS GERAIS",3,"Accessed",-42.1151174,-19.5480333
"647","INHAPIM - MINAS GERAIS",4,"Not accessed",-42.1151174,-19.5480333
"648","INHAUMA - MINAS GERAIS",2,"Not accessed",-44.3938098,-19.4903208
"649","INIMUTABA - MINAS GERAIS",1,"Not accessed",-44.3587866,-18.7276018
"650","IPABA - MINAS GERAIS",4,"Accessed",-42.4150731,-19.4143619
"651","IPABA - MINAS GERAIS",10,"Not accessed",-42.4150731,-19.4143619
"652","IPANEMA - MINAS GERAIS",2,"Accessed",-41.7168425,-19.7996376
"653","IPANEMA - MINAS GERAIS",9,"Not accessed",-41.7168425,-19.7996376
"654","Ipatinga",1,"Not accessed",-42.548012,-19.4707569
"655","Ipatinga - MG",1,"Not accessed",-42.548012,-19.4707569
"656","IPATINGA - MINAS GERAIS",31,"Accessed",-42.548012,-19.4707569
"657","IPATINGA - MINAS GERAIS",69,"Not accessed",-42.548012,-19.4707569
"658","Ipiranga - Paraná",2,"Not accessed",-50.5798623,-25.024255
"659","Iporă - Paraná",1,"Accessed",-53.7085632,-24.0022976
"660","IRAI DE MINAS - MINAS GERAIS",1,"Not accessed",-47.4614118,-18.982416
"661","Irati - Paraná",6,"Accessed",-50.6509442,-25.4700604
"662","Irati - Paraná",9,"Not accessed",-50.6509442,-25.4700604
"663","ITABIRA - MINAS GERAIS",8,"Accessed",-43.2316363,-19.6244172
"664","ITABIRA - MINAS GERAIS",15,"Not accessed",-43.2316363,-19.6244172
"665","ITABIRITO - MINAS GERAIS",4,"Accessed",-43.8042588,-20.2506152
"666","ITABIRITO - MINAS GERAIS",2,"Not accessed",-43.8042588,-20.2506152
"667","ITABORAI - RIO DE JANEIRO",11,"Accessed",-42.8643167,-22.7570025
"668","ITABORAI - RIO DE JANEIRO",19,"Not accessed",-42.8643167,-22.7570025
"669","ITACAMBIRA - MINAS GERAIS",1,"Accessed",-43.307334,-17.0629356
"670","ITACAMBIRA - MINAS GERAIS",3,"Not accessed",-43.307334,-17.0629356
"671","ITACARAMBI",1,"Not accessed",-44.0954086,-15.0894815
"672","ITACARAMBI - MINAS GERAIS",14,"Accessed",-44.0954086,-15.0894815
"673","ITACARAMBI - MINAS GERAIS",12,"Not accessed",-44.0954086,-15.0894815
"674","ITAGUAI - RIO DE JANEIRO",25,"Accessed",-43.7779091,-22.8631923
"675","ITAGUAI - RIO DE JANEIRO",36,"Not accessed",-43.7779091,-22.8631923
"676","ITAGUARA - MINAS GERAIS",1,"Not accessed",-44.4771596,-20.3861211
"677","ITAJUBA - MINAS GERAIS",17,"Accessed",-45.4602511,-22.422971
"678","ITAJUBA - MINAS GERAIS",14,"Not accessed",-45.4602511,-22.422971
"679","ITALVA - RIO DE JANEIRO",3,"Accessed",-41.6940704,-21.4285097
"680","ITALVA - RIO DE JANEIRO",2,"Not accessed",-41.6940704,-21.4285097
"681","ITAMARATI DE MINAS - MINAS GERAIS",1,"Accessed",-42.8133764,-21.4184268
"682","ITAMARATI DE MINAS - MINAS GERAIS",3,"Not accessed",-42.8133764,-21.4184268
"683","ITAMBACURI - MINAS GERAIS",2,"Accessed",-41.6833441,-18.034097
"684","ITAMBACURI - MINAS GERAIS",2,"Not accessed",-41.6833441,-18.034097
"685","Itambaracá - Paraná",1,"Not accessed",-50.4101295,-23.0185916
"686","ITAMBE DO MATO DENTRO - MINAS GERAIS",13,"Accessed",-43.3186565,-19.4162409
"687","ITAMBE DO MATO DENTRO - MINAS GERAIS",2,"Not accessed",-43.3186565,-19.4162409
"688","Itambé - Paraná",2,"Accessed",-51.9900836,-23.658793
"689","ITAMOGI - MINAS GERAIS",2,"Accessed",-47.0464043,-21.0763034
"690","ITAMONTE - MINAS GERAIS",1,"Not accessed",-44.8684487,-22.2864029
"691","ITANHANDU - MINAS GERAIS",6,"Accessed",-44.9386713,-22.2946818
"692","ITANHANDU - MINAS GERAIS",6,"Not accessed",-44.9386713,-22.2946818
"693","ITANHEM - BAHIA",1,"Not accessed",-40.3325144,-17.16468
"694","ITAOBIM - MINAS GERAIS",7,"Accessed",-41.5025788,-16.5586029
"695","ITAOBIM - MINAS GERAIS",4,"Not accessed",-41.5025788,-16.5586029
"696","ITAOCARA - RIO DE JANEIRO",1,"Accessed",-42.0792551,-21.6704101
"697","ITAOCARA - RIO DE JANEIRO",2,"Not accessed",-42.0792551,-21.6704101
"698","ITAPAGIPE - MINAS GERAIS",9,"Accessed",-49.3785945,-19.9066308
"699","ITAPAGIPE - MINAS GERAIS",25,"Not accessed",-49.3785945,-19.9066308
"700","ITAPECERICA - MINAS GERAIS",1,"Not accessed",-45.1274186,-20.4708532
"701","Itapejara d'Oeste - Paraná",2,"Accessed",-52.8143285,-25.9625118
"702","Itapejara d'Oeste - Paraná",3,"Not accessed",-52.8143285,-25.9625118
"703","ITAPERUNA - RIO DE JANEIRO",7,"Accessed",-41.8803055,-21.2001578
"704","ITAPERUNA - RIO DE JANEIRO",13,"Not accessed",-41.8803055,-21.2001578
"705","ITATIAIA",1,"Accessed",-44.5679107,-22.4902027
"706","ITATIAIA - RIO DE JANEIRO",5,"Accessed",-44.5679107,-22.4902027
"707","ITATIAIA - RIO DE JANEIRO",3,"Not accessed",-44.5679107,-22.4902027
"708","ITAUNA - MINAS GERAIS",7,"Accessed",-44.5805309,-20.0822785
"709","ITAUNA - MINAS GERAIS",1,"Not accessed",-44.5805309,-20.0822785
"710","ITAVERAVA - MINAS GERAIS",1,"Not accessed",-43.6145183,-20.6773389
"711","ITINGA - MINAS GERAIS",2,"Accessed",-41.7677538,-16.6082549
"712","ITINGA - MINAS GERAIS",3,"Not accessed",-41.7677538,-16.6082549
"713","ITUIUTABA - MINAS GERAIS",7,"Accessed",-49.4600885,-18.9745738
"714","ITUIUTABA - MINAS GERAIS",19,"Not accessed",-49.4600885,-18.9745738
"715","ITUMBIARA - GOIÁS",1,"Accessed",-49.2162971,-18.409728
"716","ITURAMA - MINAS GERAIS",1,"Accessed",-50.1970233,-19.7280308
"717","ITURAMA - MINAS GERAIS",1,"Not accessed",-50.1970233,-19.7280308
"718","ITUTINGA - MINAS GERAIS",2,"Accessed",-44.657154,-21.3005036
"719","ITUTINGA - MINAS GERAIS",4,"Not accessed",-44.657154,-21.3005036
"720","Ivaté - Paraná",2,"Accessed",-53.3692045,-23.4076769
"721","JABOTICATUBAS - MINAS GERAIS",2,"Accessed",-43.7462166,-19.5181905
"722","JABOTICATUBAS - MINAS GERAIS",7,"Not accessed",-43.7462166,-19.5181905
"723","Jacarezinho - Paraná",1,"Not accessed",-49.9743616,-23.1595955
"724","JACAREZINHO - PARANÁ",1,"Accessed",-49.9743616,-23.1595955
"725","JACINTO - MINAS GERAIS",1,"Accessed",-40.2953641,-16.1432227
"726","JACUTINGA - MINAS GERAIS",2,"Not accessed",-46.6170174,-22.2864562
"727","Jaguapită - Paraná",2,"Accessed",-51.5346795,-23.1108635
"728","Jaguapită - Paraná",2,"Not accessed",-51.5346795,-23.1108635
"729","Jaguaraçu/MG",1,"Not accessed",-42.7502222,-19.6474834
"730","JAGUARAÇU - MINAS GERAIS",1,"Not accessed",-42.7502222,-19.6474834
"731","Jaguariaíva - Paraná",1,"Accessed",-49.7071163,-24.2443757
"732","Jaguariaíva - Paraná",4,"Not accessed",-49.7071163,-24.2443757
"733","JAIBA - MINAS GERAIS",3,"Accessed",-43.6768344,-15.3400055
"734","JAIBA - MINAS GERAIS",3,"Not accessed",-43.6768344,-15.3400055
"735","JANAUBA - MINAS GERAIS",13,"Accessed",-43.3146976,-15.8052004
"736","JANAUBA - MINAS GERAIS",9,"Not accessed",-43.3146976,-15.8052004
"737","Janaúba-Minas Gerais",1,"Not accessed",-43.3146976,-15.8052004
"738","Jandaia do Sul - Paraná",1,"Accessed",-51.6453062,-23.6015661
"739","JANUARIA - MINAS GERAIS",12,"Accessed",-44.3642956,-15.4806094
"740","JANUARIA - MINAS GERAIS",16,"Not accessed",-44.3642956,-15.4806094
"741","JAPARAIBA - MINAS GERAIS",3,"Accessed",-45.5019369,-20.1446626
"742","JAPARAIBA - MINAS GERAIS",1,"Not accessed",-45.5019369,-20.1446626
"743","JAPERI - RIO DE JANEIRO",4,"Not accessed",-43.6606463,-22.6439978
"744","Japira - Paraná",1,"Not accessed",-50.1426872,-23.8147096
"745","JAPONVAR - MINAS GERAIS",1,"Accessed",-44.2727409,-15.9975467
"746","Jardim Alegre - Paraná",1,"Accessed",-51.6906867,-24.1813922
"747","Jardim Olinda - Paraná",1,"Accessed",-52.0507845,-22.5527268
"748","Jardim Olinda - Paraná",3,"Not accessed",-52.0507845,-22.5527268
"749","JEQUERI - MINAS GERAIS",1,"Accessed",-42.6655174,-20.4544642
"750","JEQUITAI - MINAS GERAIS",2,"Accessed",-44.4379988,-17.2294903
"751","JEQUITIBA - MINAS GERAIS",4,"Accessed",-44.0308121,-19.2349683
"752","JEQUITIBA - MINAS GERAIS",2,"Not accessed",-44.0308121,-19.2349683
"753","JEQUITINHONHA - MINAS GERAIS",5,"Accessed",-41.012097,-16.4379493
"754","JEQUITINHONHA - MINAS GERAIS",7,"Not accessed",-41.012097,-16.4379493
"755","JESUANIA - MINAS GERAIS",2,"Accessed",-45.2915524,-21.9891434
"756","JESUANIA - MINAS GERAIS",2,"Not accessed",-45.2915524,-21.9891434
"757","JOAIMA - MINAS GERAIS",2,"Accessed",-41.0232535,-16.6526575
"758","JOAIMA - MINAS GERAIS",1,"Not accessed",-41.0232535,-16.6526575
"759","JOANESIA - MINAS GERAIS",1,"Accessed",-42.6778814,-19.173377
"760","JOANESIA - MINAS GERAIS",1,"Not accessed",-42.6778814,-19.173377
"761","JOAO MONLEVADE - MINAS GERAIS",11,"Accessed",-43.1738692,-19.8131284
"762","JOAO MONLEVADE - MINAS GERAIS",25,"Not accessed",-43.1738692,-19.8131284
"763","JOAO PINHEIRO - MINAS GERAIS",7,"Accessed",-46.1741888,-17.7395188
"764","JOAO PINHEIRO - MINAS GERAIS",5,"Not accessed",-46.1741888,-17.7395188
"765","Joaquim Távora - Paraná",2,"Accessed",-49.9231099,-23.4979299
"766","Joaquim Távora - Paraná",1,"Not accessed",-49.9231099,-23.4979299
"767","JORDANIA - MINAS GERAIS",3,"Accessed",-40.1844227,-15.9013894
"768","JORDANIA - MINAS GERAIS",3,"Not accessed",-40.1844227,-15.9013894
"769","José Lacerda - Paraná",1,"Not accessed",-50.8183241,-24.4911632
"770","JOSENOPOLIS - MINAS GERAIS",1,"Not accessed",-42.5154491,-16.5421621
"771","JOSE RAYDAN - MINAS GERAIS",1,"Accessed",-42.4950396,-18.21998
"772","JUATUBA - MINAS GERAIS",1,"Accessed",-44.3413836,-19.9433029
"773","JUATUBA - MINAS GERAIS",1,"Not accessed",-44.3413836,-19.9433029
"774","Juiz de Fora",3,"Not accessed",-43.3433999,-21.7624237
"775","JUIZ DE FORA",8,"Accessed",-43.3433999,-21.7624237
"776","JUIZ DE FORA",132,"Not accessed",-43.3433999,-21.7624237
"777","Juiz de fora - MG",1,"Not accessed",-43.3433999,-21.7624237
"778","Juiz de Fora -MG",1,"Not accessed",-43.3433999,-21.7624237
"779","Juiz de Fora - MG",3,"Accessed",-43.3433999,-21.7624237
"780","Juiz de Fora - MG",36,"Not accessed",-43.3433999,-21.7624237
"781","Juiz de Fora / MG",1,"Accessed",-43.3433999,-21.7624237
"782","Juiz de Fora-MG",1,"Not accessed",-43.3433999,-21.7624237
"783","Juiz de Fora/MG",1,"Not accessed",-43.3433999,-21.7624237
"784","JUIZDEFORA/MG",1,"Not accessed",-43.3433999,-21.7624237
"785","JUIZ DE FORA - MINAS GERAIS",116,"Accessed",-43.3433999,-21.7624237
"786","JUIZ DE FORA - MINAS GERAIS",217,"Not accessed",-43.3433999,-21.7624237
"787","JUIZ DE FORA-MINAS GERAIS",2,"Accessed",-43.3433999,-21.7624237
"788","JUIZ DE FORA-MINAS GERAIS",10,"Not accessed",-43.3433999,-21.7624237
"789","JURAMENTO - MINAS GERAIS",2,"Accessed",-43.5879117,-16.8464648
"790","Jussara - Paraná",1,"Accessed",-52.4698035,-23.6224056
"791","Jussara - Paraná",1,"Not accessed",-52.4698035,-23.6224056
"792","Juvenília-MG",1,"Not accessed",-44.1600586,-14.2666864
"793","JUVENILIA - MINAS GERAIS",4,"Accessed",-44.1600586,-14.2666864
"794","JUVENILIA - MINAS GERAIS",15,"Not accessed",-44.1600586,-14.2666864
"795","Kaloré - Paraná",1,"Accessed",-51.6691972,-23.8193129
"796","Kaloré - Paraná",1,"Not accessed",-51.6691972,-23.8193129
"797","LADAINHA - MINAS GERAIS",6,"Accessed",-41.7492128,-17.628359
"798","LADAINHA - MINAS GERAIS",1,"Not accessed",-41.7492128,-17.628359
"799","LAGOA DA PRATA - MINAS GERAIS",1,"Accessed",-45.5405759,-20.0242059
"800","LAGOA DA PRATA - MINAS GERAIS",5,"Not accessed",-45.5405759,-20.0242059
"801","LAGOA DOS PATOS - MINAS GERAIS",2,"Not accessed",-44.5801643,-16.9822652
"802","LAGOA FORMOSA - MINAS GERAIS",1,"Accessed",-46.4061588,-18.7749518
"803","LAGOA FORMOSA - MINAS GERAIS",1,"Not accessed",-46.4061588,-18.7749518
"804","LAGOA GRANDE - MINAS GERAIS",1,"Not accessed",-46.5209767,-17.8383424
"805","LAGOA SANTA - MINAS GERAIS",6,"Accessed",-43.8983031,-19.6303019
"806","LAGOA SANTA - MINAS GERAIS",17,"Not accessed",-43.8983031,-19.6303019
"807","LAGO DO JUNCO - MARANHĂO",1,"Not accessed",-44.931944,-4.406667
"808","LAJINHA - MINAS GERAIS",14,"Accessed",-41.6240943,-20.153097
"809","LAJINHA - MINAS GERAIS",1,"Not accessed",-41.6240943,-20.153097
"810","LAMBARI - MINAS GERAIS",3,"Accessed",-45.3502528,-21.9675761
"811","LAMBARI - MINAS GERAIS",4,"Not accessed",-45.3502528,-21.9675761
"812","LAMIM - MINAS GERAIS",1,"Accessed",-43.4710264,-20.7904859
"813","Lapa - Paraná",8,"Accessed",-49.7172573,-25.7675816
"814","Lapa - Paraná",10,"Not accessed",-49.7172573,-25.7675816
"815","LARANJAL - MINAS GERAIS",1,"Accessed",-42.4735553,-21.3719703
"816","LARANJAL - MINAS GERAIS",1,"Not accessed",-42.4735553,-21.3719703
"817","Laranjal - Paraná",2,"Not accessed",-52.4705394,-24.8866322
"818","Laranjeiras do Sul - Paraná",3,"Accessed",-52.4113541,-25.4081533
"819","Laranjeiras do Sul - Paraná",7,"Not accessed",-52.4113541,-25.4081533
"820","LASSANCE - MINAS GERAIS",2,"Accessed",-44.5815648,-17.8895316
"821","LASSANCE - MINAS GERAIS",4,"Not accessed",-44.5815648,-17.8895316
"822","LAVRAS - MINAS GERAIS",3,"Accessed",-45.0013747,-21.2484875
"823","LAVRAS - MINAS GERAIS",7,"Not accessed",-45.0013747,-21.2484875
"824","LEANDRO FERREIRA - MINAS GERAIS",2,"Not accessed",-45.0229158,-19.7172326
"825","LEME DO PRADO - MINAS GERAIS",4,"Accessed",-42.6939658,-17.0797409
"826","LEME DO PRADO - MINAS GERAIS",4,"Not accessed",-42.6939658,-17.0797409
"827","LEOPOLDINA - MINAS GERAIS",9,"Accessed",-42.6425292,-21.5301228
"828","LEOPOLDINA - MINAS GERAIS",24,"Not accessed",-42.6425292,-21.5301228
"829","Leópolis - Paraná",2,"Accessed",-50.7515634,-23.0822588
"830","Leópolis - Paraná",2,"Not accessed",-50.7515634,-23.0822588
"831","LIBERDADE - MINAS GERAIS",1,"Accessed",-44.3195327,-22.0264902
"832","LIBERDADE - MINAS GERAIS",3,"Not accessed",-44.3195327,-22.0264902
"833","LIMA DUARTE - MINAS GERAIS",7,"Accessed",-43.791997,-21.8398685
"834","LIMA DUARTE - MINAS GERAIS",6,"Not accessed",-43.791997,-21.8398685
"835","LIMEIRA DO OESTE - MINAS GERAIS",1,"Not accessed",-50.5774082,-19.5520042
"836","Loanda - Paraná",1,"Accessed",-53.1367119,-22.9236639
"837","Londrina - Paraná",25,"Accessed",-51.1695824,-23.3044524
"838","Londrina - Paraná",19,"Not accessed",-51.1695824,-23.3044524
"839","LONTRA - MINAS GERAIS",2,"Accessed",-44.3011641,-15.9052837
"840","LONTRA - MINAS GERAIS",1,"Not accessed",-44.3011641,-15.9052837
"841","Lunardelli - Paraná",2,"Accessed",-51.7372727,-24.0825337
"842","LUZ - MINAS GERAIS",5,"Accessed",-45.6798714,-19.7915614
"843","LUZ - MINAS GERAIS",12,"Not accessed",-45.6798714,-19.7915614
"844","MACAE - RIO DE JANEIRO",42,"Accessed",-41.7827461,-22.3836705
"845","MACAE - RIO DE JANEIRO",25,"Not accessed",-41.7827461,-22.3836705
"846","MACAÉ - RIO DE JANEIRO",1,"Not accessed",-41.7827461,-22.3836705
"847","MACHACALIS - MINAS GERAIS",1,"Accessed",-40.7187343,-17.0764751
"848","MACHADO - MINAS GERAIS",7,"Accessed",-45.9222898,-21.6782422
"849","MACHADO - MINAS GERAIS",11,"Not accessed",-45.9222898,-21.6782422
"850","MACUCO - RIO DE JANEIRO",5,"Not accessed",-42.2531991,-21.9844505
"851","MADRE DE DEUS DE MINAS - MINAS GERAIS",3,"Accessed",-44.3291507,-21.4835053
"852","MADRE DE DEUS DE MINAS - MINAS GERAIS",9,"Not accessed",-44.3291507,-21.4835053
"853","MAGE - RIO DE JANEIRO",4,"Accessed",-43.0398345,-22.6566022
"854","MAGE - RIO DE JANEIRO",15,"Not accessed",-43.0398345,-22.6566022
"855","Malacacheta - MG",1,"Not accessed",-42.0770592,-17.8464246
"856","MALACACHETA - MINAS GERAIS",6,"Accessed",-42.0770592,-17.8464246
"857","MALACACHETA - MINAS GERAIS",29,"Not accessed",-42.0770592,-17.8464246
"858","MAMONAS - MINAS GERAIS",1,"Not accessed",-42.9472519,-15.0483963
"859","Mandaguaçu - Paraná",1,"Accessed",-52.0948587,-23.3462407
"860","Mandaguari - Paraná",3,"Accessed",-51.687206,-23.5169863
"861","Mandaguari - Paraná",7,"Not accessed",-51.687206,-23.5169863
"862","MANGA - MINAS GERAIS",3,"Accessed",-43.9394547,-14.7533438
"863","MANGA - MINAS GERAIS",2,"Not accessed",-43.9394547,-14.7533438
"864","MANGARATIBA - RIO DE JANEIRO",2,"Accessed",-44.0413146,-22.9598984
"865","MANGARATIBA - RIO DE JANEIRO",2,"Not accessed",-44.0413146,-22.9598984
"866","MANHUACU - MINAS GERAIS",7,"Accessed",-42.0283844,-20.2577134
"867","MANHUACU - MINAS GERAIS",19,"Not accessed",-42.0283844,-20.2577134
"868","MANHUMIRIM - MINAS GERAIS",1,"Accessed",-41.958938,-20.3596801
"869","MANHUMIRIM - MINAS GERAIS",1,"Not accessed",-41.958938,-20.3596801
"870","Manoel Ribas - Paraná",1,"Accessed",-51.6663128,-24.5148435
"871","Manoel Ribas - Paraná",5,"Not accessed",-51.6663128,-24.5148435
"872","MANTENA - MINAS GERAIS",8,"Not accessed",-40.9877527,-18.7765523
"873","MARATAIZES - ESPÍRITO SANTO",1,"Accessed",-40.8388248,-21.0403074
"874","MARATAIZES - ESPÍRITO SANTO",1,"Not accessed",-40.8388248,-21.0403074
"875","MARAVILHAS - MINAS GERAIS",1,"Not accessed",-44.6782933,-19.5081043
"876","MAR DE ESPANHA - MINAS GERAIS",1,"Accessed",-43.0078423,-21.8621057
"877","MAR DE ESPANHA - MINAS GERAIS",2,"Not accessed",-43.0078423,-21.8621057
"878","Marechal Cândido Rondon - Paraná",4,"Accessed",-54.056624,-24.5583638
"879","Marechal Cândido Rondon - Paraná",1,"Not accessed",-54.056624,-24.5583638
"880","MARIA DA FE - MINAS GERAIS",1,"Accessed",-45.3773825,-22.3070675
"881","MARIA DA FE - MINAS GERAIS",6,"Not accessed",-45.3773825,-22.3070675
"882","Maria Helena - Paraná",1,"Accessed",-53.205832,-23.6162262
"883","Maria Helena - Paraná",1,"Not accessed",-53.205832,-23.6162262
"884","Marialva - Paraná",2,"Accessed",-51.7932899,-23.4847922
"885","Marialva - Paraná",2,"Not accessed",-51.7932899,-23.4847922
"886","MARIANA - MINAS GERAIS",3,"Accessed",-43.4144438,-20.3769988
"887","MARIANA - MINAS GERAIS",2,"Not accessed",-43.4144438,-20.3769988
"888","MARICA - RIO DE JANEIRO",7,"Accessed",-42.8245961,-22.9339527
"889","MARICA - RIO DE JANEIRO",7,"Not accessed",-42.8245961,-22.9339527
"890","MARICÁ - RIO DE JANEIRO",1,"Not accessed",-42.8245961,-22.9339527
"891","MARILAC - MINAS GERAIS",3,"Not accessed",-42.0826006,-18.5083745
"892","Marilena - Paraná",1,"Not accessed",-53.0407335,-22.7340214
"893","Maringá - Paraná",20,"Accessed",-51.9330558,-23.4209995
"894","Maringá - Paraná",23,"Not accessed",-51.9330558,-23.4209995
"895","MARIPA DE MINAS - MINAS GERAIS",3,"Accessed",-42.9549984,-21.6984119
"896","MARIPA DE MINAS - MINAS GERAIS",2,"Not accessed",-42.9549984,-21.6984119
"897","Maripáde Minas - MINAS GERAIS",1,"Not accessed",-42.9549984,-21.6984119
"898","MARLIERIA - MINAS GERAIS",1,"Not accessed",-42.7367037,-19.7114078
"899","MARMELOPOLIS - MINAS GERAIS",1,"Not accessed",-45.1649717,-22.4474949
"900","Marquinho - Paraná",1,"Not accessed",-52.2501737,-25.1124808
"901","MARTINHO CAMPOS - MINAS GERAIS",1,"Accessed",-45.2375852,-19.3323995
"902","MATA VERDE - MINAS GERAIS",2,"Accessed",-40.7369351,-15.6873801
"903","MATERLANDIA - MINAS GERAIS",1,"Not accessed",-43.058302,-18.4703862
"904","MATEUS LEME - MINAS GERAIS",1,"Not accessed",-44.4087348,-19.9985101
"905","MATIAS BARBOSA - MINAS GERAIS",3,"Accessed",-43.313888,-21.8694458
"906","MATIAS BARBOSA - MINAS GERAIS",4,"Not accessed",-43.313888,-21.8694458
"907","MATIAS BARBOSA-MINAS GERAIS",1,"Not accessed",-43.313888,-21.8694458
"908","MATIPO - MINAS GERAIS",6,"Accessed",-42.3405452,-20.2877508
"909","MATIPO - MINAS GERAIS",4,"Not accessed",-42.3405452,-20.2877508
"910","MATO VERDE - MINAS GERAIS",6,"Accessed",-42.860865,-15.3950929
"911","MATO VERDE - MINAS GERAIS",1,"Not accessed",-42.860865,-15.3950929
"912","MATOZINHOS - MINAS GERAIS",5,"Accessed",-44.0871994,-19.5547969
"913","MATOZINHOS - MINAS GERAIS",15,"Not accessed",-44.0871994,-19.5547969
"914","Mauá da Serra - Paraná",2,"Accessed",-51.228217,-23.8992406
"915","MEDEIROS - MINAS GERAIS",3,"Accessed",-46.2184854,-19.9869861
"916","Medianeira - Paraná",3,"Accessed",-54.0948203,-25.2981401
"917","Medianeira - Paraná",5,"Not accessed",-54.0948203,-25.2981401
"918","MEDINA - MINAS GERAIS",1,"Accessed",-41.4731475,-16.2250031
"919","MENDES PIMENTEL - MINAS GERAIS",4,"Accessed",-41.4020654,-18.6577232
"920","MENDES PIMENTEL - MINAS GERAIS",11,"Not accessed",-41.4020654,-18.6577232
"921","Mercedes - Paraná",1,"Accessed",-54.1623354,-24.454263
"922","MESQUITA - MINAS GERAIS",2,"Accessed",-42.6082769,-19.2245024
"923","MESQUITA - RIO DE JANEIRO",6,"Accessed",-43.4293183,-22.7819449
"924","MESQUITA - RIO DE JANEIRO",13,"Not accessed",-43.4293183,-22.7819449
"925","MIGUEL PEREIRA - RIO DE JANEIRO",1,"Accessed",-43.4806912,-22.4577374
"926","MIGUEL PEREIRA - RIO DE JANEIRO",5,"Not accessed",-43.4806912,-22.4577374
"927","MINAS NOVAS - MINAS GERAIS",3,"Accessed",-42.5888302,-17.216072
"928","MINAS NOVAS - MINAS GERAIS",5,"Not accessed",-42.5888302,-17.216072
"929","MIRABELA - MINAS GERAIS",1,"Accessed",-44.1606144,-16.2564823
"930","MIRACEMA - RIO DE JANEIRO",2,"Accessed",-42.1942339,-21.4153412
"931","MIRACEMA - RIO DE JANEIRO",2,"Not accessed",-42.1942339,-21.4153412
"932","Mirador - Paraná",2,"Not accessed",-52.7765755,-23.2554232
"933","MIRADOURO - MINAS GERAIS",1,"Accessed",-42.3462388,-20.8904361
"934","MIRAI - MINAS GERAIS",1,"Not accessed",-42.6142394,-21.1970154
"935","MIRAVANIA - MINAS GERAIS",1,"Accessed",-44.4096485,-14.7352228
"936","MIRAVANIA - MINAS GERAIS",1,"Not accessed",-44.4096485,-14.7352228
"937","MOEMA - MINAS GERAIS",2,"Accessed",-45.4131123,-19.8392083
"938","MOEMA - MINAS GERAIS",1,"Not accessed",-45.4131123,-19.8392083
"939","MONJOLOS - MINAS GERAIS",1,"Not accessed",-44.1183866,-18.3249441
"940","MONTALVANIA - MINAS GERAIS",3,"Accessed",-44.3694792,-14.423452
"941","MONTALVANIA - MINAS GERAIS",6,"Not accessed",-44.3694792,-14.423452
"942","MONTANHA - ESPÍRITO SANTO",1,"Not accessed",-40.3662673,-18.1255725
"943","MONTE ALEGRE DE MINAS - MINAS GERAIS",1,"Not accessed",-48.877007,-18.8729732
"944","MONTE AZUL - MINAS GERAIS",4,"Accessed",-42.8721615,-15.1518181
"945","MONTE AZUL - MINAS GERAIS",5,"Not accessed",-42.8721615,-15.1518181
"946","MONTE BELO - MINAS GERAIS",1,"Accessed",-46.3680676,-21.3261947
"947","MONTE BELO - MINAS GERAIS",7,"Not accessed",-46.3680676,-21.3261947
"948","MONTE CARMELO - MINAS GERAIS",2,"Accessed",-47.4916674,-18.7307117
"949","MONTE CARMELO - MINAS GERAIS",2,"Not accessed",-47.4916674,-18.7307117
"950","MONTE SANTO DE MINAS - MINAS GERAIS",9,"Accessed",-46.975756,-21.1877901
"951","MONTE SANTO DE MINAS - MINAS GERAIS",14,"Not accessed",-46.975756,-21.1877901
"952","MONTES CLAROS - MINAS GERAIS",37,"Accessed",-43.8582139,-16.7286406
"953","MONTES CLAROS - MINAS GERAIS",43,"Not accessed",-43.8582139,-16.7286406
"954","MONTE SIAO - MINAS GERAIS",1,"Not accessed",-46.5734195,-22.4341535
"955","MORADA NOVA DE MINAS - MINAS GERAIS",4,"Accessed",-45.3588247,-18.6002449
"956","MORADA NOVA DE MINAS - MINAS GERAIS",4,"Not accessed",-45.3588247,-18.6002449
"957","Moreira Sales - Paraná",2,"Not accessed",-53.0066234,-24.044197
"958","Morretes - Paraná",1,"Accessed",-48.8359358,-25.4756035
"959","Morretes - Paraná",1,"Not accessed",-48.8359358,-25.4756035
"960","MORRO DA GARCA - MINAS GERAIS",1,"Not accessed",-44.6014582,-18.5360622
"961","MUCURICI - ESPÍRITO SANTO",1,"Accessed",-40.520354,-18.0969942
"962","MUNHOZ - MINAS GERAIS",1,"Not accessed",-46.3624113,-22.6096604
"963","MURIAE - MINAS GERAIS",12,"Accessed",-42.3697067,-21.1304563
"964","MURIAE - MINAS GERAIS",17,"Not accessed",-42.3697067,-21.1304563
"965","MUTUM - MINAS GERAIS",1,"Accessed",-41.440264,-19.8141176
"966","MUTUM - MINAS GERAIS",3,"Not accessed",-41.440264,-19.8141176
"967","MUZAMBINHO - MINAS GERAIS",3,"Accessed",-46.5217388,-21.3696372
"968","MUZAMBINHO - MINAS GERAIS",4,"Not accessed",-46.5217388,-21.3696372
"969","NANUQUE - MINAS GERAIS",5,"Accessed",-40.3494717,-17.8393558
"970","NANUQUE - MINAS GERAIS",10,"Not accessed",-40.3494717,-17.8393558
